id,filename,md5,size,state
70f269cf-5dde-4b7b-ade3-204ba9b310af,C495.TCGA-4P-AA8J-10A-01D-A394-08.2_gdc_realn.bam,99bcfb9930577f432239019362a3b412,11157653447,live
9d6ea1fa-8aec-4ed1-88ac-901b10853262,C495.TCGA-BA-4074-10A-01D-1434-08.3_gdc_realn.bam,ab9466d5a2e744c7b47a4f976a768dff,21487088504,live
09f92598-b27a-491a-b481-3b0d739b83a3,C495.TCGA-BA-4075-10A-01D-1434-08.3_gdc_realn.bam,5b27e0e9da3ed5b2cbaaca4439ecf2dd,16544866577,live
e94801de-9bb4-4c7a-9b89-cd535b55056c,C495.TCGA-BA-4076-10A-01D-1434-08.3_gdc_realn.bam,20c7f75445252d30020dba8064152089,20376446728,live
25b541a1-708c-4c80-8971-4f57ea1d48e3,C495.TCGA-BA-4077-10A-01D-1434-08.3_gdc_realn.bam,51a687d914fbad945131c907371f5ce9,18518455309,live
53b2831e-7781-48fe-b835-6cf6f24a657d,C495.TCGA-BA-4078-10A-01D-1434-08.3_gdc_realn.bam,896450ad1568990f8f9a8ec0e66e73de,17922856265,live
9abe1b98-5fcc-429b-bf76-db1442091016,C495.TCGA-BA-5149-10A-01D-1512-08.5_gdc_realn.bam,524b9244671c8a41f1ebf462d5ad3683,21446589998,live
abc28fea-f7d3-4423-b0f6-a05cbc2f7379,C495.TCGA-BA-5151-10A-01D-1434-08.3_gdc_realn.bam,b98b2d75d79b958460facf507d3c2b6f,20430233011,live
7c9596ad-6c28-4a63-93d6-303b29a92525,C495.TCGA-BA-5152-10A-01D-1870-08.3_gdc_realn.bam,e9c90177a35f2ab197d894a0d91417d0,13097300475,live
36b35d38-e5ef-4542-b4bc-ab36d36d172c,C495.TCGA-BA-5153-10A-01D-1434-08.3_gdc_realn.bam,f68c7507bf7bf886ed9d69b39cb404cd,20248246497,live
20ce6878-d589-4032-a0d4-965dc28c067e,C495.TCGA-BA-5555-10A-01D-1512-08.6_gdc_realn.bam,203dcca41864163030b090b2548f398a,20758770600,live
ce2f3755-b148-4805-b205-35f5a8efc49d,C495.TCGA-BA-5556-10A-01D-1512-08.6_gdc_realn.bam,ee0aac6716a111be7748ff20c8fbc17c,20096231634,live
baf111e3-ce39-498e-af20-c30b3691ca0b,C495.TCGA-BA-5557-10A-01D-1512-08.6_gdc_realn.bam,5e29564e1a246d4bf429217a8f07d26d,20107614724,live
4943b03c-1bb6-4eec-822c-97fcb894172e,C495.TCGA-BA-5558-10A-01D-1512-08.6_gdc_realn.bam,ad835ec8667a295f0b6cd4c5cee17a4b,15979897465,live
b86467c5-a4c7-4bd6-abaa-567f672ee0c0,C495.TCGA-BA-5559-10A-01D-1512-08.5_gdc_realn.bam,84fcae55fee0a1d0a3c8305a990e5591,15531210167,live
1cf69b65-d35a-42ed-b4cc-a7f49fb80929,C495.TCGA-BA-6868-10A-01D-1912-08.4_gdc_realn.bam,4fc5f91f6692832115ccdb77e4a9784c,9434095159,live
dfb33967-d1ef-4df8-a94a-34dccc6015ce,C495.TCGA-BA-6869-10A-01D-1870-08.3_gdc_realn.bam,a35bd4dd57dd3f3e4ad37b2d99f8270d,12363902576,live
98233d61-d1c6-4a41-94fa-24e27f87226b,C495.TCGA-BA-6870-10A-01D-1870-08.3_gdc_realn.bam,1990056fb8104151fa9f22b5a31cb742,11513253806,live
500f64cb-3b11-4ed6-b8f2-a06a5755ddce,C495.TCGA-BA-6871-10A-01D-1870-08.3_gdc_realn.bam,fdf97151585ae5625d02feb401ed3f71,11492075287,live
b05a055f-84c6-4c7a-a500-9529f7761104,C495.TCGA-BA-6872-10A-01D-1870-08.3_gdc_realn.bam,156d1f0654d4db7ff6eaf48f7bc2a607,11242670957,live
0010ebf5-8e39-49ee-a5dd-e4f2ff6cacaa,C495.TCGA-BA-6873-10A-01D-1870-08.3_gdc_realn.bam,a9c5b061235dfa6c324d48cbb3314dbc,12601516425,live
04373b25-cf73-40f2-ba71-1dd499e4d805,C495.TCGA-BA-7269-10A-01D-2013-08.1_gdc_realn.bam,3b7d2e78fe3d383e9093eecee487eac1,12419642204,live
927f2450-a3d2-41b1-871a-129742b6b0ed,C495.TCGA-BA-A4IF-10A-01D-A25Y-08.4_gdc_realn.bam,41dcf26492e105e0cd8cc94cddc074e5,18989945559,live
eaa973f2-7155-4236-9f2d-cd13654ae7ec,C495.TCGA-BA-A4IG-10A-01D-A25Y-08.2_gdc_realn.bam,460159d27a9001f00a5e99d6ea7d2b57,9637603445,live
73fbad5c-543f-49a3-8c53-1ac7aa4aeaa4,C495.TCGA-BA-A4IH-10A-01D-A25Y-08.2_gdc_realn.bam,9ca363e98686cf4dec2976c61858b5a2,10819012515,live
30ab8dae-5ddb-40fb-84c8-498193f43f55,C495.TCGA-BA-A4II-10A-01D-A25Y-08.2_gdc_realn.bam,35109f25193a5dbfed80339de186297e,9152333728,live
27d5914f-c494-4799-8e1f-135e282fec45,C495.TCGA-BA-A6D8-10A-01D-A31J-08.1_gdc_realn.bam,9900f5a43bdeb45ea6669ed7db8e5d07,10574416663,live
ddd214b2-87bf-437f-be79-7114038a938f,C495.TCGA-BA-A6DA-10A-01D-A31J-08.1_gdc_realn.bam,b32d6324441bf26dc3d809c6501ce241,9149643525,live
3a422c4a-1c6c-48fe-8c1e-26bc2739d33c,C495.TCGA-BA-A6DB-10A-01D-A30H-08.2_gdc_realn.bam,de000fc1c39ccab38b0ec60d3249be10,13327036424,live
5ef60155-e8cb-48da-ab5b-7d58abcb38cc,C495.TCGA-BA-A6DD-10A-01D-A31J-08.1_gdc_realn.bam,713b2e89b6d63e2636d51743ceda01a8,9375422139,live
a327dcc4-7f62-43ba-b9cb-7fd62f42ffd5,C495.TCGA-BA-A6DE-10A-01D-A31J-08.1_gdc_realn.bam,711a2a88166f32df706f0deb0bbb05cc,9234003666,live
a36128c7-88d9-4094-8cdd-2a97d1be6be5,C495.TCGA-BA-A6DF-10A-01D-A30H-08.2_gdc_realn.bam,655e12a6fe618519ee705781f9614fd9,11130738264,live
4d220e31-2691-48c4-8672-de182d9f1469,C495.TCGA-BA-A6DG-10A-01D-A30H-08.2_gdc_realn.bam,3576ab8559389dc069cbfb0e79c959fe,12788510408,live
156f3ee3-46bc-490e-9c78-e1936c13bb9f,C495.TCGA-BA-A6DI-10A-01D-A30H-08.2_gdc_realn.bam,23bdb5332ee341269a96f489bf5b7c52,10182248597,live
f0dcf764-aa2d-44cb-9552-01c742c874b1,C495.TCGA-BA-A6DJ-10A-01D-A30H-08.2_gdc_realn.bam,24ea06990bc6026a19ff0958af42bad9,12428230465,live
6024fe8a-891f-4ea1-acff-5a873e14446c,C495.TCGA-BA-A6DL-10A-01D-A30H-08.2_gdc_realn.bam,d5b8f238b46d49cd1689d9c5d300e97e,9641566695,live
b94e613d-a6a0-4e08-8d51-9abf28cea8d7,C495.TCGA-BA-A8YP-10A-01D-A394-08.2_gdc_realn.bam,321c729217b9b9173bfba31ac3b3616f,18113043329,live
df0c7b20-4da3-4f39-87a0-dd2ec6d8c2a6,C495.TCGA-BB-4217-10A-01D-2078-08.3_gdc_realn.bam,9f6ece0091a27ef5aa80453e5b961d92,8715772952,live
3df749da-9bfa-46a5-9c84-9cfc31a0510a,C495.TCGA-BB-4223-10A-01D-1434-08.3_gdc_realn.bam,857202db98fd33083067768d4bf94f56,20414057327,live
bd8f3bd4-e798-4e64-9972-10d771760031,C495.TCGA-BB-4224-10A-01D-1434-08.3_gdc_realn.bam,c33ea33c23cec6de705ab9860158bfdd,20118850971,live
0caaa40d-d6f8-4a65-a9bb-a683cd4a0b99,C495.TCGA-BB-4225-10A-01D-1434-08.3_gdc_realn.bam,4b4a7892e230b4a4e06b3fb039903efe,14530785858,live
1e533a6a-1d61-4b58-9da6-bcee77fe403a,C495.TCGA-BB-4227-10A-01D-1870-08.3_gdc_realn.bam,8ff3aa113b825009f4e0f9d763b475f7,12185491971,live
e5be8238-5ca9-47a4-8f52-b4dc5bc928b9,C495.TCGA-BB-4228-10A-01D-1434-08.3_gdc_realn.bam,deb8bfbd08df838c4819d037cde1e70c,16668360200,live
5667197e-a9f9-44c8-909f-7b570876b7f8,C495.TCGA-BB-7861-10A-01D-2229-08.7_gdc_realn.bam,00910cce19930bbd35ddf273eec9bdb8,7370764177,live
