id,filename,md5,size,state
bcba4484-6076-4361-aec0-283e7aa55ed4,C546.TCGA-2J-AAB1-10A-01D-A40W-08.2_gdc_realn.bam,a9ee9a7fe23661c8abacaa6b16d649e0,9129477979,live
a61e1701-0a45-4ea5-b8ed-81bdd784b3c7,C546.TCGA-2J-AAB4-10A-01D-A40W-08.1_gdc_realn.bam,7539c4de6e44a3f5fa94c1e47c45a5fd,9357668522,live
dd59cba2-b8a4-46d5-9539-9e53e1bae021,C546.TCGA-2J-AAB6-10A-01D-A40W-08.1_gdc_realn.bam,019c3ca6bbf78cb660be9c2d803d2797,11110270114,live
110c1707-14e6-4de7-acff-c2fac88ecb29,C546.TCGA-2J-AAB8-10A-01D-A40W-08.2_gdc_realn.bam,95e0df3cf0465de22f4c22e5eaaa2ba3,10202373399,live
015256b0-559c-4fed-9337-6b14e44c81fe,C546.TCGA-2J-AAB9-10A-01D-A40W-08.2_gdc_realn.bam,f98e44efa2b7e281b592d56b8969b8f0,9732761467,live
f3192ae2-c85a-4fc2-873c-7e6fe91bdbb6,C546.TCGA-2J-AABA-10A-01D-A40W-08.2_gdc_realn.bam,b0b538c8475953e9f45a759bfda62522,9875267715,live
6df095c6-249c-4af1-86c6-f657f29540f4,C546.TCGA-2J-AABE-10A-01D-A40W-08.2_gdc_realn.bam,f5cefd72cdedf59aa7192b5cb72347f2,7423175697,live
99900372-1190-4e60-8f14-6e58200d086f,C546.TCGA-2J-AABF-10A-01D-A40W-08.2_gdc_realn.bam,33f47e36536a2043fcde9d463d334765,11652257313,live
0e525d03-3d47-4b89-b462-e8982bd28f56,C546.TCGA-2J-AABH-10A-01D-A40W-08.1_gdc_realn.bam,b6586a178b54ad93dcf71133e651f7b6,11415907368,live
4eb1c858-a367-4de6-b208-1137278dd719,C546.TCGA-2J-AABI-10A-01D-A40W-08.1_gdc_realn.bam,ee419962a18aa684c93852b58c67bb57,8352650070,live
c179bbc8-b3c9-4b70-9fcb-899d2cc9d9c3,C546.TCGA-2J-AABK-10A-01D-A40W-08.2_gdc_realn.bam,9e525df51a4c3fb778529639984effd1,8713233261,live
