id,filename,md5,size,state
baef0d08-101b-49ed-ab2c-c87daa034fb8,C529.TCGA-2A-A8VL-10A-01D-A37A-08.1_gdc_realn.bam,543d3ccdd03f44d1283536cfe783f624,7947523555,live
a46ce4c1-23b9-4531-ba93-d511a846596a,C529.TCGA-2A-A8VO-10A-01D-A37A-08.1_gdc_realn.bam,460dbde5a869f61a51697c27651603f7,8094152740,live
7cde0c8a-de5e-4999-b66b-2a1398740259,C529.TCGA-2A-A8VT-10A-01D-A37A-08.1_gdc_realn.bam,4570f2f45c9c6a0c51a8d31f13702c7f,9612705203,live
a36e8874-3d43-4610-865b-6f59702f75d7,C529.TCGA-2A-A8VV-10A-01D-A37A-08.1_gdc_realn.bam,d080bfb4216f76d74f5380e41e49d911,9525266611,live
ce3daabb-8535-470f-a142-f723aa39d5ed,C529.TCGA-2A-A8VX-10A-01D-A37A-08.1_gdc_realn.bam,7cbb59c44b617223cbb0bf5773ec91c5,7519351708,live
063d7060-2fed-49b6-8921-58357348f056,C529.TCGA-2A-A8W1-10A-01D-A37A-08.1_gdc_realn.bam,97f3ac9588df518e3153d50a78fe9338,8733743627,live
352141b4-4cd0-4163-9b50-8ee380d30443,C529.TCGA-2A-A8W3-10A-01D-A37A-08.1_gdc_realn.bam,d447272feabba72298bc2b0954bba903,8212139402,live
579756b8-1f97-4609-a07b-dab2c130448e,C529.TCGA-2A-AAYF-10A-01D-A41N-08.3_gdc_realn.bam,11935fffe7b11dee7b3cd21cbd6a4400,8099860905,live
73cedd35-a203-4104-b550-392a3c42422e,C529.TCGA-2A-AAYO-10A-01D-A41N-08.3_gdc_realn.bam,3661054043c817fbba28ddb8e41c6cdc,8743613723,live
43d66850-7780-4a63-80d2-69b72aff1276,C529.TCGA-2A-AAYU-10A-01D-A41N-08.3_gdc_realn.bam,8b19663a1fdf04ae837855bf00a34dea,8232492036,live
c4183d7b-1485-4385-be3b-e54bad7c9c40,C529.TCGA-4L-AA1F-10A-01D-A41N-08.2_gdc_realn.bam,f6436343b7fbb9306fdb841257d7f9dc,7228237381,live
a616be45-926c-4580-a0a0-a228a13d8f69,C529.TCGA-CH-5737-10A-01D-1576-08.4_gdc_realn.bam,f72e4abe79f78809daca494e11e8fc8d,21935456139,live
77cbe156-b386-4186-a2ad-8ae22dfd15ca,C529.TCGA-CH-5738-10A-01D-1576-08.4_gdc_realn.bam,4028e255f2db69d4dc5b7abdc46d3c2a,22613051305,live
480a8b6d-fcdf-4b7e-ad3e-79af6b743f16,C529.TCGA-CH-5739-10A-01D-1576-08.4_gdc_realn.bam,2833f0dfd26848e06d3880399a08bcef,24832892105,live
b7200a78-af9f-4425-8514-8f829d9e0ae2,C529.TCGA-CH-5740-10A-01D-1576-08.4_gdc_realn.bam,5e9f0749cc9bd883e32ee6574f178f1d,25607927266,live
e87b3d2b-ccd4-4680-8737-6475d8b3b961,C529.TCGA-CH-5741-10A-01D-1576-08.4_gdc_realn.bam,d3fd0c7e1317734da37f3518832b818c,22885788232,live
ed55bbab-4096-4684-8788-8bbce9cde13a,C529.TCGA-CH-5743-10A-01D-1576-08.4_gdc_realn.bam,0f3bdcaf4ed10f5c815585dff538588c,21403691354,live
563f81e1-bcf1-498e-840e-dc9557ffd92e,C529.TCGA-CH-5744-10A-01D-1576-08.12_gdc_realn.bam,cd4018838721cbfbc29ca1ff6c4d305c,21271032931,live
6bb37e9e-8e1c-40b3-8727-5b24600cc09d,C529.TCGA-CH-5745-10A-01D-1576-08.4_gdc_realn.bam,94a87f3b1263b15be34800f42a56fddd,20307053356,live
4b23faee-f829-4cb9-bc68-e63164b2a329,C529.TCGA-CH-5746-10A-01D-1576-08.9_gdc_realn.bam,24630ec08a278c77b92ef528ded733f6,14244059014,live
daa4e784-a9d8-4149-8de7-b9c4ef653d8b,C529.TCGA-CH-5748-10A-01D-1576-08.4_gdc_realn.bam,b05a32c78214d462b0d60f6d03d7dc28,24420085065,live
51fc067e-5999-4a5a-9aa5-f7b8fa6c8d73,C529.TCGA-CH-5750-10A-01D-1576-08.4_gdc_realn.bam,f1d1160163556435c56d76f00c09a218,24944466822,live
2cdaaab9-3be4-4ecf-975e-985d53df7130,C529.TCGA-CH-5751-10A-01D-1576-08.4_gdc_realn.bam,671b4286a223aa7e9b5cfc55d103ca93,25178976360,live
834f8d72-e1cb-4e05-8de2-c6502397bcec,C529.TCGA-CH-5752-10A-01D-1576-08.4_gdc_realn.bam,b47b4e4f92cbe9d88881ffd4381e4373,24496341612,live
8aee9801-9a02-4ba9-8525-d6c109ec4f7d,C529.TCGA-CH-5753-10A-01D-1576-08.4_gdc_realn.bam,8fb2bdb31926c240a8901c340a43d99d,25984922108,live
83a2cc76-cba3-449a-b6ce-da3bc35b8e2a,C529.TCGA-CH-5754-10A-01D-1576-08.12_gdc_realn.bam,f13b2a1606ee717e4fb8d7c1043a92a9,23865605124,live
62d8f76a-8319-45ca-919d-7a25b80fc66d,C529.TCGA-CH-5767-11B-01D-1786-08.3_gdc_realn.bam,9d1149b504fe1e70f068f89f1291763a,14089836984,live
e182177b-d09d-4204-b480-62108715fe4d,C529.TCGA-CH-5788-10A-01D-1576-08.4_gdc_realn.bam,172b5385cbb863e908580a23b8d29eb7,23360421934,live
6e9868f0-2b05-4f03-ad3b-f15d68a114b8,C529.TCGA-CH-5789-10A-01D-1576-08.4_gdc_realn.bam,937dd3f9f646314b98881c9d825c3f78,31615209091,live
110dfac2-ebc1-457a-874c-457430e6af52,C529.TCGA-CH-5790-10A-01D-1576-08.4_gdc_realn.bam,683bd58a927defb5d73633a075e744a9,24528236629,live
5e0a43ec-4b9f-4597-8e61-6da6a4bd7ff7,C529.TCGA-CH-5791-10A-01D-1576-08.4_gdc_realn.bam,8cb45f5ec8cdf4514060ac8b88f81886,23282837359,live
a4787bf1-23e0-4874-9200-4f53445cd3d0,C529.TCGA-CH-5792-10A-01D-1576-08.8_gdc_realn.bam,f5664f317fcb6f364e9b3126d25ac657,17063259967,live
cde0c681-d87a-40f9-91df-156eb8874952,C529.TCGA-CH-5794-10A-01D-1577-08.8_gdc_realn.bam,7acb8f4baa9f3247d04d75349f9d89f9,19518867379,live
29b6959c-ce7c-472b-91c3-85bcbef7f1d5,C529.TCGA-EJ-5494-10A-01D-1577-08.8_gdc_realn.bam,a355a52a25390fb58e48ac9ce23d8bb8,20923279315,live
4d005c30-ec7a-45b5-a3f6-954f77153f98,C529.TCGA-EJ-5495-10A-01D-1577-08.4_gdc_realn.bam,cc4ec3731b8b21bb710d9ee1b12fcdb7,29673142603,live
7f643d50-fc34-4914-a3fd-ddbdf2dc2e75,C529.TCGA-EJ-5496-10A-01D-1577-08.4_gdc_realn.bam,3528b500ee1e882a294632beb41b6375,20575164504,live
cc3dabdc-7332-4175-92f8-d5e59ab97f31,C529.TCGA-EJ-5497-10A-01D-1577-08.4_gdc_realn.bam,0226298a8d0eda22b9d6ad4b8e2c7af0,21335699659,live
